Fecha;MP25;MP25_Original;PM10;Fue_Imputado
2025-09-17;22,0;22,0;53,0;0
2025-09-18;23,0;23,0;54,0;0
2025-09-19;14,0;14,0;53,0;0
2025-09-20;7,0;7,0;19,0;0
2025-09-21;5,0;5,0;9,0;0
2025-09-22;11,0;11,0;45,0;0
2025-09-23;20,0;20,0;68,0;0
2025-09-24;21,0;21,0;70,0;0
2025-09-25;17,0;17,0;62,0;0
2025-09-26;11,0;11,0;31,0;0
2025-09-27;16,0;16,0;42,0;0
2025-09-28;21,0;21,0;50,0;0
2025-09-29;10,0;10,0;35,0;0
2025-09-30;15,0;15,0;50,0;0
2025-10-01;20,0;20,0;72,0;0
2025-10-02;21,0;21,0;74,0;0
2025-10-03;18,0;18,0;76,0;0
2025-10-04;6,0;6,0;22,0;0
2025-10-05;5,0;5,0;12,0;0
2025-10-06;10,0;10,0;36,0;0
2025-10-07;15,0;15,0;49,0;0
2025-10-08;16,0;16,0;54,0;0
2025-10-09;18,0;18,0;60,0;0
2025-10-10;17,0;17,0;69,0;0
2025-10-11;8,0;8,0;37,0;0
2025-10-12;12,0;12,0;43,0;0
2025-10-13;14,0;14,0;52,0;0
2025-10-14;15,0;15,0;62,0;0
2025-10-15;16,0;16,0;53,0;0
2025-10-16;15,0;15,0;57,0;0
2025-10-17;16,0;16,0;67,0;0
2025-10-18;18,0;18,0;63,0;0
2025-10-19;16,0;16,0;52,0;0
2025-10-20;15,0;15,0;57,0;0
2025-10-21;15,0;15,0;64,0;0
2025-10-22;15,0;15,0;63,0;0
2025-10-23;12,0;12,0;57,0;0
2025-10-24;11,0;11,0;50,0;0
2025-10-25;9,0;9,0;36,0;0
2025-10-26;12,0;12,0;40,0;0
2025-10-27;10,0;10,0;44,0;0
2025-10-28;14,0;14,0;52,0;0
2025-10-29;16,0;16,0;52,0;0
2025-10-30;12,0;12,0;50,0;0
2025-10-31;12,0;12,0;48,0;0
2025-11-01;9,0;9,0;27,0;0
2025-11-02;12,0;12,0;43,0;0
2025-11-03;11,0;11,0;40,0;0
2025-11-04;10,0;10,0;36,0;0
2025-11-05;11,0;11,0;42,0;0
2025-11-06;10,0;10,0;29,0;0
2025-11-07;9,0;9,0;28,0;0
2025-11-08;13,0;13,0;44,0;0
2025-11-09;11,0;11,0;31,0;0
2025-11-10;11,0;11,0;41,0;0
2025-11-11;9,0;9,0;37,0;0
2025-11-12;13,0;13,0;49,0;0
2025-11-13;15,0;15,0;60,0;0
2025-11-14;17,0;17,0;61,0;0
2025-11-15;14,0;14,0;38,0;0
2025-11-16;11,0;11,0;30,0;0
2025-11-17;13,0;13,0;49,0;0
2025-11-18;16,0;16,0;67,0;0
2025-11-19;12,0;12,0;67,0;0
2025-11-20;13,0;13,0;54,0;0
2025-11-21;16,0;16,0;58,0;0
2025-11-22;17,0;17,0;55,0;0
2025-11-23;16,0;16,0;49,0;0
2025-11-24;16,0;16,0;52,0;0
2025-11-25;19,0;19,0;53,0;0
2025-11-26;15,0;15,0;41,0;0
2025-11-27;13,0;13,0;51,0;0
2025-11-28;9,0;9,0;39,0;0
2025-11-29;8,0;8,0;29,0;0
2025-11-30;13,0;13,0;31,0;0
2025-12-01;10,0;10,0;43,0;0
2025-12-02;11,0;11,0;45,0;0
2025-12-03;13,0;13,0;60,0;0
2025-12-04;12,0;12,0;56,0;0
2025-12-05;15,0;15,0;47,0;0
2025-12-06;17,0;17,0;51,0;0
2025-12-07;12,0;12,0;28,0;0
2025-12-08;12,0;12,0;34,0;0
2025-12-09;17,0;17,0;48,0;0
2025-12-10;13,0;13,0;44,0;0
2025-12-11;12,0;12,0;34,0;0
2025-12-12;13,0;13,0;43,0;0
2025-12-13;9,0;9,0;34,0;0
2025-12-14;8,0;8,0;26,0;0
2025-12-15;10,0;10,0;40,0;0
2025-12-16;32,0;32,0;76,0;0
2025-12-17;31,0;31,0;80,0;0
2025-12-18;16,0;16,0;54,0;0
2025-12-19;14,0;14,0;48,0;0
2025-12-20;10,0;10,0;31,0;0
2025-12-21;8,0;8,0;25,0;0
2025-12-22;11,0;11,0;39,0;0
2025-12-23;16,0;16,0;49,0;0
2025-12-24;18,0;18,0;50,0;0
2025-12-25;13,0;13,0;42,0;0
2025-12-26;13,0;13,0;45,0;0
2025-12-27;14,0;14,0;43,0;0
2025-12-28;14,0;14,0;37,0;0
2025-12-29;19,0;19,0;56,0;0
2025-12-30;18,0;18,0;56,0;0
2025-12-31;20,0;20,0;57,0;0
2026-01-01;25,0;25,0;51,0;0
2026-01-02;15,0;15,0;48,0;0
2026-01-03;11,0;11,0;37,0;0
2026-01-04;11,0;11,0;29,0;0
2026-01-05;11,0;11,0;31,0;0
2026-01-06;11,0;11,0;39,0;0
2026-01-07;14,0;14,0;52,0;0
2026-01-08;14,0;14,0;51,0;0
2026-01-09;17,0;17,0;49,0;0
2026-01-10;22,0;22,0;51,0;0
2026-01-11;17,0;17,0;46,0;0
2026-01-12;18,0;18,0;54,0;0
2026-01-13;14,0;14,0;51,0;0
2026-01-14;13,0;13,0;60,0;0
2026-01-15;14,0;14,0;45,0;0
2026-01-16;19,0;19,0;59,0;0
2026-01-17;19,0;19,0;53,0;0
2026-01-18;24,0;24,0;69,0;0
2026-01-19;28,0;28,0;87,0;0
2026-01-20;33,0;33,0;84,0;0
2026-01-21;21,0;21,0;68,0;0
2026-01-22;22,0;22,0;58,0;0
2026-01-23;28,0;28,0;64,0;0
2026-01-24;22,0;22,0;51,0;0
2026-01-25;12,0;12,0;36,0;0
2026-01-26;10,0;10,0;28,0;0
2026-01-27;10,0;10,0;35,0;0
2026-01-28;14,0;14,0;50,0;0
2026-01-29;17,0;17,0;58,0;0
2026-01-30;10,0;10,0;39,0;0
2026-01-31;11,0;11,0;28,0;0
2026-02-01;15,0;15,0;28,0;0
2026-02-02;11,0;11,0;31,0;0
2026-02-03;10,0;10,0;29,0;0
2026-02-04;10,0;10,0;32,0;0
2026-02-05;9,0;9,0;33,0;0
2026-02-06;11,0;11,0;42,0;0
2026-02-07;12,0;12,0;49,0;0
2026-02-08;11,0;11,0;41,0;0
2026-02-09;7,0;7,0;34,0;0
2026-02-10;6,0;6,0;38,0;0
2026-02-11;12,0;12,0;46,0;0
2026-02-12;14,0;14,0;57,0;0
2026-02-13;13,0;13,0;56,0;0
2026-02-14;9,0;9,0;44,0;0
2026-02-15;10,0;10,0;33,0;0
2026-02-16;12,0;12,0;49,0;0
2026-02-17;13,0;13,0;52,0;0
2026-02-18;11,0;11,0;56,0;0
2026-02-19;12,0;12,0;54,0;0
2026-02-20;13,0;13,0;64,0;0
2026-02-21;13,0;13,0;55,0;0
2026-02-22;16,0;16,0;49,0;0
2026-02-23;16,0;16,0;66,0;0
2026-02-24;15,0;15,0;59,0;0
2026-02-25;12,0;12,0;56,0;0
2026-02-26;13,0;13,0;56,0;0
2026-02-27;11,0;11,0;56,0;0
2026-02-28;10,0;10,0;46,0;0
2026-03-01;9,0;9,0;35,0;0
2026-03-02;7,0;7,0;35,0;0
2026-03-03;12,0;12,0;59,0;0
2026-03-04;13,0;13,0;69,0;0
2026-03-05;16,0;16,0;76,0;0
2026-03-06;18,0;18,0;84,0;0
2026-03-07;13,0;13,0;55,0;0
2026-03-08;11,0;11,0;39,0;0
2026-03-09;13,0;13,0;64,0;0
2026-03-10;15,0;15,0;69,0;0
2026-03-11;17,0;17,0;76,0;0
2026-03-12;20,0;20,0;102,0;0
2026-03-13;22,0;22,0;116,0;0
2026-03-14;19,0;19,0;122,0;0
2026-03-15;16,0;16,0;94,0;0
2026-03-16;11,0;11,0;;0
2026-03-17;9,0;9,0;47,0;0
2026-03-18;14,0;14,0;63,0;0
2026-03-19;11,0;11,0;53,0;0
2026-03-20;7,0;7,0;28,0;0
2026-03-21;10,0;10,0;20,0;0
2026-03-22;11,0;11,0;24,0;0
2026-03-23;15,0;15,0;39,0;0
2026-03-24;15,0;15,0;50,0;0
2026-03-25;15,0;15,0;48,0;0
2026-03-26;16,0;16,0;56,0;0
2026-03-27;18,0;18,0;65,0;0
2026-03-28;23,0;23,0;60,0;0
2026-03-29;17,0;17,0;52,0;0
2026-03-30;19,0;19,0;57,0;0
2026-03-31;21,0;21,0;61,0;0
2026-04-01;19,0;19,0;57,0;0
2026-04-02;21,020267576693517;;72,0;1
2026-04-03;21,481649558233176;;70,0;1
2026-04-04;26,065147867768022;;71,0;1
2026-04-05;19,56739746159541;;54,0;1
2026-04-06;13,720468108521288;;49,0;1
2026-04-07;19,0;19,0;80,0;0
2026-04-08;20,0;20,0;72,0;0
2026-04-09;21,0;21,0;73,0;0
2026-04-10;18,0;18,0;51,0;0
2026-04-11;17,0;17,0;55,0;0
2026-04-12;17,0;17,0;60,0;0
2026-04-13;20,0;20,0;67,0;0
2026-04-14;19,0;19,0;62,0;0
2026-04-15;27,0;27,0;94,0;0
2026-04-16;22,0;22,0;88,0;0
2026-04-17;14,0;14,0;66,0;0
2026-04-18;7,0;7,0;37,0;0
2026-04-19;8,0;8,0;35,0;0
2026-04-20;12,0;12,0;24,0;0
2026-04-21;22,0;22,0;57,0;0
2026-04-22;22,0;22,0;61,0;0
2026-04-23;23,0;23,0;75,0;0
2026-04-24;24,0;24,0;70,0;0
2026-04-25;29,0;29,0;71,0;0
2026-04-26;25,0;25,0;68,0;0
2026-04-27;20,0;20,0;67,0;0
2026-04-28;16,0;16,0;59,0;0
2026-04-29;16,0;16,0;66,0;0
2026-04-30;20,0;20,0;74,0;0
2026-05-01;28,0;28,0;54,0;0
2026-05-02;41,0;41,0;89,0;0
2026-05-03;23,0;23,0;65,0;0
2026-05-04;23,0;23,0;90,0;0
2026-05-05;22,0;22,0;92,0;0
2026-05-06;9,0;9,0;33,0;0
2026-05-07;10,0;10,0;31,0;0
2026-05-08;17,0;17,0;48,0;0
2026-05-09;33,0;33,0;82,0;0
2026-05-10;37,0;37,0;97,0;0
2026-05-11;29,0;29,0;88,0;0
2026-05-12;30,0;30,0;66,0;0
2026-05-13;53,0;53,0;107,0;0
2026-05-14;65,0;65,0;154,0;0
2026-05-15;47,0;47,0;116,0;0
2026-05-16;49,0;49,0;93,0;0
2026-05-17;50,0;50,0;111,0;0
2026-05-18;30,0;30,0;104,0;0
2026-05-19;39,0;39,0;125,0;0
2026-05-20;60,0;60,0;152,0;0
2026-05-21;52,0;52,0;80,0;0
2026-05-22;61,0;61,0;102,0;0
2026-05-23;56,0;56,0;86,0;0
2026-05-24;91,0;91,0;137,0;0
2026-05-25;57,0;57,0;131,0;0
2026-05-26;28,0;28,0;97,0;0
2026-05-27;36,0;36,0;103,0;0
2026-05-28;41,0;41,0;120,0;0
2026-05-29;59,0;59,0;161,0;0
2026-05-30;53,0;53,0;129,0;0
2026-05-31;38,0;38,0;67,0;0
2026-06-01;51,0;51,0;103,0;0
2026-06-02;69,0;69,0;150,0;0
2026-06-03;57,0;57,0;151,0;0
2026-06-04;39,0;39,0;123,0;0
2026-06-05;44,0;44,0;101,0;0
2026-06-06;55,0;55,0;113,0;0
2026-06-07;67,0;67,0;136,0;0
2026-06-08;45,0;45,0;109,0;0
2026-06-09;24,0;24,0;70,0;0
2026-06-10;23,0;23,0;56,0;0
2026-06-11;30,0;30,0;88,0;0
2026-06-12;44,0;44,0;125,0;0
2026-06-13;57,0;57,0;145,0;0
2026-06-14;83,0;83,0;166,0;0
2026-06-15;66,0;66,0;155,0;0
2026-06-16;73,0;73,0;196,0;0
2026-06-17;47,0;47,0;105,0;0
2026-06-18;26,0;26,0;58,0;0
2026-06-19;34,0;34,0;95,0;0
2026-06-20;29,0;29,0;69,0;0
2026-06-21;17,0;17,0;37,0;0
2026-06-22;29,0;29,0;72,0;0
2026-06-23;29,0;29,0;89,0;0
2026-06-24;53,0;53,0;151,0;0
2026-06-25;40,0;40,0;131,0;0
2026-06-26;37,0;37,0;111,0;0
2026-06-27;42,0;42,0;94,0;0
2026-06-28;47,0;47,0;97,0;0
2026-06-29;42,0;42,0;95,0;0
2026-06-30;36,0;36,0;94,0;0
2026-07-01;21,0;21,0;61,0;0
2026-07-02;39,0;39,0;111,0;0
2026-07-03;51,0;51,0;117,0;0
2026-07-04;37,0;37,0;87,0;0
2026-07-05;30,0;30,0;61,0;0
2026-07-06;39,0;39,0;117,0;0
2026-07-07;38,0;38,0;135,0;0
2026-07-08;43,0;43,0;148,0;0
2026-07-09;62,0;62,0;203,0;0
2026-07-10;40,0;40,0;112,0;0
2026-07-11;37,0;37,0;89,0;0
2026-07-12;47,0;47,0;117,0;0
2026-07-13;32,0;32,0;79,0;0
2026-07-14;29,0;29,0;89,0;0
2026-07-15;23,0;23,0;91,0;0
2026-07-16;6,0;6,0;30,0;0
2026-07-17;4,0;4,0;10,0;0
2026-07-18;7,0;7,0;18,0;0
2026-07-19;25,0;25,0;60,0;0
2026-07-20;12,0;12,0;24,0;0
2026-07-21;13,0;13,0;22,0;0
2026-07-22;21,0;21,0;73,0;0
2026-07-23;15,0;15,0;48,0;0
2026-07-24;30,0;30,0;85,0;0
2026-07-25;28,0;28,0;53,0;0
2026-07-26;24,0;24,0;56,0;0
2026-07-27;9,0;9,0;35,0;0
2026-07-28;6,0;6,0;30,0;0
2026-07-29;26,0;26,0;110,0;0
2026-07-30;17,0;17,0;70,0;0
2026-07-31;12,0;12,0;43,0;0
2026-08-01;29,0;29,0;80,0;0
2026-08-02;10,0;10,0;29,0;0
2026-08-03;25,0;25,0;84,0;0
2026-08-04;26,0;26,0;107,0;0
2026-08-05;34,0;34,0;116,0;0
2026-08-06;8,0;8,0;32,0;0
2026-08-07;16,0;16,0;49,0;0
2026-08-08;5,0;5,0;24,0;0
2026-08-09;14,0;14,0;43,0;0
2026-08-10;19,0;19,0;64,0;0
2026-08-11;32,0;32,0;92,0;0
2026-08-12;47,0;47,0;119,0;0
2026-08-13;40,0;40,0;116,0;0
2026-08-14;14,0;14,0;54,0;0
2026-08-15;11,0;11,0;24,0;0
2026-08-16;15,0;15,0;29,0;0
2026-08-17;12,0;12,0;31,0;0
2026-08-18;18,0;18,0;59,0;0
2026-08-19;18,0;18,0;66,0;0
2026-08-20;29,0;29,0;102,0;0
2026-08-21;37,0;37,0;137,0;0
2026-08-22;30,0;30,0;101,0;0
2026-08-23;31,0;31,0;89,0;0
2026-08-24;32,0;32,0;86,0;0
2026-08-25;11,0;11,0;51,0;0
2026-08-26;8,0;8,0;25,0;0
2026-08-27;10,0;10,0;30,0;0
2026-08-28;9,0;9,0;45,0;0
2026-08-29;13,0;13,0;57,0;0
2026-08-30;14,0;14,0;50,0;0
2026-08-31;6,0;6,0;35,0;0
2026-09-01;17,0;17,0;87,0;0
2026-09-02;15,0;15,0;75,0;0
2026-09-03;7,0;7,0;50,0;0
2026-09-04;12,0;12,0;62,0;0
2026-09-05;23,0;23,0;80,0;0
2026-09-06;22,0;22,0;69,0;0
2026-09-07;10,0;10,0;73,0;0
2026-09-08;12,0;12,0;63,0;0
2026-09-09;11,0;11,0;65,0;0
2026-09-10;17,0;17,0;88,0;0
2026-09-11;19,90938505999511;;;1
